Pred: don           True: don
Pred: </s>          True: </s>

LOSS: 0.008356768637895584 
------------------------- 
Pred: p             True: p
Pred: ope           True: ope
Pred: </s>          True: </s>

Pred: ski           True: ski
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: f             True: f
Pred: isher         True: isher
Pred: </s>          True: </s>

Pred: col           True: col
Pred: ors           True: ors
Pred: </s>          True: </s>

LOSS: 0.0023231336381286383 
------------------------- 
Pred: ww            True: ww
Pred: 2             True: 2
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: can           True: can
Pred: vas           True: vas
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: 5             True: 5
Pred:  lit          True:  lit
Pred: ers           True: ers
Pred: </s>          True: </s>

Pred: b             True: b
Pred: angs          True: angs
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

LOSS: 0.010196234099566936 
------------------------- 
Pred: her           True: her
Pred: b             True: b
Pred: iv            True: iv
Pred: ore           True: ore
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: cigarette     True: cigarette
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: city          True: city
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: he            True: he
Pred:  will         True:  will
Pred:  pick         True:  pick
Pred:  up           True:  up
Pred:  board        True:  board
Pred: </s>          True: </s>

LOSS: 0.016488397493958473 
------------------------- 
Pred: se            True: se
Pred: mi            True: mi
Pred:  flush        True:  flush
Pred: </s>          True: </s>

Pred: 2             True: 2
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: metal         True: metal
Pred:  steel        True:  steel
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: v             True: v
Pred: ac            True: ac
Pred: ation         True: ation
Pred: </s>          True: </s>

LOSS: 0.007240812294185162 
------------------------- 
Pred: d             True: d
Pred: ishes         True: ishes
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: iv            True: iv
Pred: y             True: y
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: spe           True: spe
Pred: arm           True: arm
Pred: int           True: int
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: b             True: b
Pred: att           True: att
Pred: les           True: les
Pred: hip           True: hip
Pred: </s>          True: </s>

LOSS: 0.0058167860843241215 
------------------------- 
Pred: 8             True: 8
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: bl            True: bl
Pred: ender         True: ender
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: p             True: p
Pred: izza          True: izza
Pred:  hut          True:  hut
Pred: </s>          True: </s>

Pred: d             True: d
Pred: ish           True: ish
Pred: washer        True: washer
Pred: </s>          True: </s>

LOSS: 0.00788802932947874 
------------------------- 
Pred: public        True: public
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: m             True: m
Pred: uzzle         True: uzzle
Pred: </s>          True: </s>

Pred: 11            True: 11
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: boy           True: boy
Pred:  scout        True:  scout
Pred: </s>          True: </s>

LOSS: 0.005835541989654303 
------------------------- 
Pred: 5             True: 5
Pred: th            True: th
Pred:  century      True:  century
Pred:  bc           True:  bc
Pred: </s>          True: </s>

Pred: she           True: she
Pred: ering         True: ering
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: ea            True: ea
Pred:  air          True:  air
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: lake          True: lake
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

LOSS: 0.009555336087942123 
------------------------- 
Pred: goal          True: goal
Pred: keeper        True: keeper
Pred: </s>          True: </s>

Pred: people        True: people
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: sur           True: sur
Pred: fing          True: fing
Pred: </s>          True: </s>

Pred: d             True: d
Pred: essert        True: essert
Pred: </s>          True: </s>

LOSS: 0.0029442384839057922 
------------------------- 
Pred: m             True: m
Pred: ex            True: ex
Pred: ico           True: ico
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: close         True: close
Pred:  door         True:  door
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: g             True: g
Pred: roc           True: roc
Pred: ery           True: ery
Pred:  store        True:  store
Pred: </s>          True: </s>

Pred: t             True: t
Pred: rot           True: rot
Pred: ting          True: ting
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

LOSS: 0.011210126802325249 
------------------------- 
Pred: anch          True: anch
Pred: or            True: or
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: 2             True: 2
Pred:  se           True:  se
Pred: ag            True: ag
Pred: uls           True: uls
Pred: </s>          True: </s>

Pred: b             True: b
Pred: ob            True: ob
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: cor           True: cor
Pred: olla          True: olla
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

LOSS: 0.008721305057406425 
------------------------- 
Pred: 15            True: 15
Pred:  mins         True:  mins
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: ted           True: ted
Pred: dy            True: dy
Pred:  bear         True:  bear
Pred: </s>          True: </s>

Pred: c             True: c
Pred: uba           True: uba
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: river         True: river
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

LOSS: 0.006903409957885742 
------------------------- 
Pred: t             True: t
Pred: ox            True: ox
Pred: opl           True: opl
Pred: asma          True: asma
Pred:  g            True:  g
Pred: ond           True: ond
Pred: i             True: i
Pred: </s>          True: </s>

Pred: c             True: c
Pred: ub            True: ub
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: ear           True: ear
Pred:  piece        True:  piece
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: no            True: no
Pred:  wind         True:  wind
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

LOSS: 0.011576495133340359 
------------------------- 
Pred: store         True: store
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: b             True: b
Pred: oston         True: oston
Pred:  red          True:  red
Pred:  so           True:  so
Pred: x             True: x
Pred: </s>          True: </s>

Pred: older         True: older
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: brown         True: brown
Pred:  bear         True:  bear
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

LOSS: 0.01277883816510439 
------------------------- 
Pred: home          True: home
Pred:  cooked       True:  cooked
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: 12            True: 12
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: air           True: air
Pred:  force        True:  force
Pred:  1            True:  1
Pred: </s>          True: </s>

Pred: spr           True: spr
Pred: ink           True: ink
Pred: les           True: les
Pred: </s>          True: </s>

LOSS: 0.008568637073040009 
------------------------- 
Pred: read          True: read
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: clock         True: clock
Pred:  tower        True:  tower
Pred: </s>          True: </s>

Pred: 21            True: 21
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: home          True: home
Pred:  run          True:  run
Pred: </s>          True: </s>

LOSS: 0.006584069225937128 
------------------------- 
Pred: coll          True: coll
Pred: age           True: age
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: dog           True: dog
Pred: bowl          True: bowl
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: ten           True: ten
Pred: nis           True: nis
Pred:  elbow        True:  elbow
Pred: </s>          True: </s>

Pred: cook          True: cook
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

LOSS: 0.00611313758417964 
------------------------- 
Pred: cat           True: cat
Pred:  and          True:  and
Pred:  dog          True:  dog
Pred: </s>          True: </s>

Pred: cd            True: cd
Pred: l             True: l
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: scar          True: scar
Pred: f             True: f
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: for           True: for
Pred:  shade        True:  shade
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

LOSS: 0.02912214770913124 
------------------------- 
Pred: station       True: station
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: bull          True: bull
Pred: dog           True: dog
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: ny            True: ny
Pred: c             True: c
Pred:  central      True:  central
Pred:  park         True:  park
Pred: </s>          True: </s>

Pred: past          True: past
Pred: a             True: a
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

LOSS: 0.010255767032504082 
------------------------- 
Pred: s             True: s
Pred: lic           True: lic
Pred: es            True: es
Pred: </s>          True: </s>

Pred: cand          True: cand
Pred: id            True: id
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: se            True: se
Pred: ag            True: ag
Pred: ull           True: ull
Pred: </s>          True: </s>

Pred: che           True: che
Pred: ese           True: ese
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

LOSS: 0.003057854250073433 
------------------------- 
Pred: female        True: female
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: j             True: j
Pred: ockey         True: ockey
Pred: </s>          True: </s>

Pred: 50            True: 50
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: fast          True: fast
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

LOSS: 0.0055075413547456264 
------------------------- 
Pred: cook          True: cook
Pred: ies           True: ies
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: poly          True: poly
Pred: ure           True: ure
Pred: th            True: th
Pred: ane           True: ane
Pred: </s>          True: </s>

Pred: lake          True: lake
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: p             True: p
Pred: olar          True: olar
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

LOSS: 0.008088347502052784 
------------------------- 
Pred: c             True: c
Pred: oding         True: oding
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: ten           True: ten
Pred: nis           True: nis
Pred:  ball         True:  ball
Pred: </s>          True: </s>

Pred: cit           True: cit
Pred: il            True: il
Pred: ink           True: ink
Pred: </s>          True: </s>

Pred: cross         True: cross
Pred:  country      True:  country
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

LOSS: 0.0037736818194389343 
------------------------- 
Pred: farm          True: farm
Pred: ers           True: ers
Pred:  market       True:  market
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: mer           True: mer
Pred: cedes         True: cedes
Pred:  benz         True:  benz
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: as            True: as
Pred: ian           True: ian
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: for           True: for
Pred: rest          True: rest
Pred:  g            True:  g
Pred: ump           True: ump
Pred: </s>          True: </s>

LOSS: 0.007017503026872873 
------------------------- 
Pred: 2010          True: 2010
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: hyd           True: hyd
Pred: rogen         True: rogen
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: she           True: she
Pred: lt            True: lt
Pred: ie            True: ie
Pred: </s>          True: </s>

Pred: house         True: house
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

LOSS: 0.009482918307185173 
------------------------- 
Pred: recy          True: recy
Pred: cling         True: cling
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: k             True: k
Pred: itten         True: itten
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: in            True: in
Pred:  cabinet      True:  cabinet
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: g             True: g
Pred: rom           True: rom
Pred: ming          True: ming
Pred: </s>          True: </s>

LOSS: 0.006947114132344723 
------------------------- 
Pred: del           True: del
Pred: ivery         True: ivery
Pred: </s>          True: </s>

Pred: audi          True: audi
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: 350           True: 350
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: once          True: once
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

LOSS: 0.006936006713658571 
------------------------- 
Pred: the           True: the
Pred: odore         True: odore
Pred:  ro           True:  ro
Pred: ose           True: ose
Pred: velt          True: velt
Pred: </s>          True: </s>

Pred: j             True: j
Pred: umped         True: umped
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: p             True: p
Pred: itch          True: itch
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: strap         True: strap
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

LOSS: 0.010710013099014759 
------------------------- 
Pred: stone         True: stone
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: short         True: short
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: se            True: se
Pred: attle         True: attle
Pred: </s>          True: </s>

Pred: football      True: football
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

LOSS: 0.026521408930420876 
------------------------- 
Pred: pe            True: pe
Pred: ps            True: ps
Pred: i             True: i
Pred: </s>          True: </s>

Pred: back          True: back
Pred:  side         True:  side
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: danger        True: danger
Pred: ous           True: ous
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: c             True: c
Pred: actus         True: actus
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

LOSS: 0.005160507280379534 
------------------------- 
Pred: cross         True: cross
Pred:  country      True:  country
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: to            True: to
Pred:  shave        True:  shave
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: train         True: train
Pred:  track        True:  track
Pred:  repair       True:  repair
Pred: </s>          True: </s>

Pred: water         True: water
Pred:  skiing       True:  skiing
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

LOSS: 0.005059457384049892 
------------------------- 
Pred: go            True: go
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: s             True: s
Pred: au            True: au
Pred: ces           True: ces
Pred: </s>          True: </s>

Pred: p             True: p
Pred: ony           True: ony
Pred:  tail         True:  tail
Pred: </s>          True: </s>

Pred: pe            True: pe
Pred: aco           True: aco
Pred: at            True: at
Pred: </s>          True: </s>

LOSS: 0.0027539152652025223 
------------------------- 
Pred: 18            True: 18
Pred: 39            True: 39
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: through       True: through
Pred: bre           True: bre
Pred: ed            True: ed
Pred: </s>          True: </s>

Pred: plant         True: plant
Pred: ains          True: ains
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: ind           True: ind
Pred: ia            True: ia
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

LOSS: 0.008149285800755024 
------------------------- 
Pred: flower        True: flower
Pred:  shop         True:  shop
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: serv          True: serv
Pred: ih            True: ih
Pred: anca          True: anca
Pred: </s>          True: </s>

Pred: eat           True: eat
Pred: en            True: en
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: bay           True: bay
Pred: watch         True: watch
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

LOSS: 0.017360905185341835 
------------------------- 
Pred: water         True: water
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: t             True: t
Pred: os            True: os
Pred: hiba          True: hiba
Pred: </s>          True: </s>

Pred: house         True: house
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: d             True: d
Pred: olls          True: olls
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

LOSS: 0.00852055661380291 
------------------------- 
Pred: eg            True: eg
Pred: ret           True: ret
Pred: </s>          True: </s>

Pred: play          True: play
Pred: ful           True: ful
Pred: </s>          True: </s>

Pred: oh            True: oh
Pred: io            True: io
Pred: </s>          True: </s>

Pred: alcohol       True: alcohol
Pred: ic            True: ic
Pred: </s>          True: </s>

LOSS: 0.00010184558777837083 
------------------------- 
Pred: 2000          True: 2000
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: st            True: st
Pred: ir            True: ir
Pred:  fry          True:  fry
Pred: </s>          True: </s>

Pred: t             True: t
Pred: ok            True: ok
Pred: yo            True: yo
Pred: </s>          True: </s>

Pred: p             True: p
Pred: itching       True: itching
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

LOSS: 0.005372284445911646 
------------------------- 
Pred: breaking      True: breaking
Pred:  bone         True:  bone
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: 1945          True: 1945
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: tra           True: tra
Pred: ffic          True: ffic
Pred:  jam          True:  jam
Pred: </s>          True: </s>

Pred: b             True: b
Pred: aker          True: aker
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

LOSS: 0.006133935414254665 
------------------------- 
Pred: safety        True: safety
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: d             True: d
Pred: ou            True: ou
Pred: bles          True: bles
Pred: </s>          True: </s>

Pred: uh            True: uh
Pred: aul           True: aul
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: gu            True: gu
Pred: inness        True: inness
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

LOSS: 0.007816574536263943 
------------------------- 
Pred: d             True: d
Pred: ell           True: ell
Pred: </s>          True: </s>

Pred: film          True: film
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: cal           True: cal
Pred: cium          True: cium
Pred: </s>          True: </s>

Pred: lett          True: lett
Pred: uce           True: uce
Pred: </s>          True: </s>

LOSS: 0.002877968130633235 
------------------------- 
Pred: air           True: air
Pred:  trans        True:  trans
Pred: at            True: at
Pred: </s>          True: </s>

Pred: street        True: street
Pred:  names        True:  names
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: 20            True: 20
Pred:  pounds       True:  pounds
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: ch            True: ch
Pred: alk           True: alk
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

LOSS: 0.004465526435524225 
------------------------- 
Pred: it            True: it
Pred: 's            True: 's
Pred:  night        True:  night
Pred: </s>          True: </s>

Pred: pur           True: pur
Pred: ring          True: ring
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: continental   True: continental
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: hot           True: hot
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

LOSS: 0.008308320306241512 
------------------------- 
Pred: gl            True: gl
Pred: ider          True: ider
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: je            True: je
Pred: ep            True: ep
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: san           True: san
Pred:  die          True:  die
Pred: go            True: go
Pred: </s>          True: </s>

Pred: ref           True: ref
Pred: riger         True: riger
Pred: ator          True: ator
Pred: </s>          True: </s>

LOSS: 0.0038778181187808514 
------------------------- 
Pred: beta          True: beta
Pred:  car          True:  car
Pred: ot            True: ot
Pred: ene           True: ene
Pred: </s>          True: </s>

Pred: walk          True: walk
Pred: ed            True: ed
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: cow           True: cow
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: bul           True: bul
Pred: let           True: let
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

LOSS: 0.009966323152184486 
------------------------- 
Pred: cloud         True: cloud
Pred: y             True: y
Pred: </s>          True: </s>

Pred: pot           True: pot
Pred: atoes         True: atoes
Pred: </s>          True: </s>

Pred: storage       True: storage
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: housing       True: housing
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

LOSS: 0.00813912134617567 
------------------------- 
Pred: smart         True: smart
Pred: phone         True: phone
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: star          True: star
Pred:  of           True:  of
Pred:  david        True:  david
Pred: </s>          True: </s>

Pred: cream         True: cream
Pred: che           True: che
Pred: ese           True: ese
Pred: </s>          True: </s>

Pred: form          True: form
Pred: al            True: al
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

LOSS: 0.0067888665944337845 
------------------------- 
Pred: pen           True: pen
Pred: jing          True: jing
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: strip         True: strip
Pred: ing           True: ing
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: che           True: che
Pred: c             True: c
Pred: kered         True: kered
Pred: </s>          True: </s>

Pred: arms          True: arms
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

LOSS: 0.009074347093701363 
------------------------- 
Pred: family        True: family
Pred: </s>          True: </s>

Pred: neck          True: neck
Pred: </s>          True: </s>

Pred: mouse         True: mouse
Pred: </s>          True: </s>

Pred: meat          True: meat
Pred: </s>          True: </s>

LOSS: 0.0008040235843509436 
------------------------- 
Pred: s             True: s
Pred: ert           True: ert
Pred: a             True: a
Pred: </s>          True: </s>

Pred: basketball    True: basketball
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: lett          True: lett
Pred: uce           True: uce
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: ford          True: ford
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

LOSS: 0.00772425252944231 
------------------------- 
Pred: water         True: water
Pred: fall          True: fall
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: t             True: t
Pred: uba           True: uba
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: bill          True: bill
Pred: i             True: i
Pred: ards          True: ards
Pred: </s>          True: </s>

Pred: waves         True: waves
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

LOSS: 0.005391980521380901 
------------------------- 
Pred: 120           True: 120
Pred:  mph          True:  mph
Pred: </s>          True: </s>

Pred: c             True: c
Pred: ane           True: ane
Pred: </s>          True: </s>

Pred: clock         True: clock
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: sung          True: sung
Pred: lasses        True: lasses
Pred: </s>          True: </s>

LOSS: 0.010662801563739777 
------------------------- 
Pred: pl            True: pl
Pred: uto           True: uto
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: f             True: f
Pred: roth          True: roth
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: finding       True: finding
Pred:  nem          True:  nem
Pred: o             True: o
Pred: </s>          True: </s>

Pred: e             True: e
Pred: aster         True: aster
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

LOSS: 0.004022534936666489 
------------------------- 
Pred: d             True: d
Pred: ough          True: ough
Pred: </s>          True: </s>

Pred: p             True: p
Pred: aint          True: aint
Pred: </s>          True: </s>

Pred: house         True: house
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: boat          True: boat
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

LOSS: 0.004080683458596468 
------------------------- 
Pred: b             True: b
Pred: rie           True: rie
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: ch            True: ch
Pred: ord           True: ord
Pred: ate           True: ate
Pred: </s>          True: </s>

Pred: ap            True: ap
Pred: artment       True: artment
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: carbon        True: carbon
Pred:  fiber        True:  fiber
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

LOSS: 0.003696535713970661 
------------------------- 
Pred: medium        True: medium
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

Pred: pay           True: pay
Pred:  for          True:  for
Pred:  parking      True:  parking
Pred: </s>          True: </s>

Pred: ro            True: ro
Pred: de            True: de
Pred: o             True: o
Pred: </s>          True: </s>

Pred: rain          True: rain
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>
Pred: <pad>         True: <pad>

LOSS: 0.012581046670675278 
------------------------- 
Pred: m             True: m
Pred: ex            True: ex
Pred: ican          True: ican
Pred: </s>          True: </s>

Pred: food          True: food
Pred:  processor    True:  processor
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: 70            True: 70
Pred:  mph          True:  mph
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: t             True: t
Pred: ent           True: ent
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

LOSS: 0.005777683109045029 
------------------------- 
Pred: 5             True: 5
Pred:  years        True:  years
Pred: </s>          True: </s>

Pred: 1             True: 1
Pred:  year         True:  year
Pred: </s>          True: </s>

Pred: dr            True: dr
Pred: aining        True: aining
Pred: </s>          True: </s>

Pred: project       True: project
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

LOSS: 0.00631510466337204 
------------------------- 
Pred: l             True: l
Pred: ion           True: ion
Pred: </s>          True: </s>

Pred: bed           True: bed
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: high          True: high
Pred: </s>          True: </s>
Pred: <pad>         True: <pad>

Pred: hol           True: hol
